movie_id,user_id,rating,created_at,is_deleted
116,1,2,2021-10-11 23:13:12.977181+03,false
117,1,4,2021-10-11 23:13:12.977181+03,false
118,1,2,2021-10-11 23:13:12.977181+03,false
119,1,3,2021-10-11 23:13:12.977181+03,false
120,1,4,2021-10-11 23:13:12.977181+03,false
121,1,4,2021-10-11 23:13:12.977181+03,false
122,1,5,2021-10-11 23:13:12.977181+03,false
123,1,5,2021-10-11 23:13:12.977181+03,false
124,1,3,2021-10-11 23:13:12.977181+03,false
125,1,1,2021-10-11 23:13:12.977181+03,false
126,1,1,2021-10-11 23:13:12.977181+03,false
127,1,3,2021-10-11 23:13:12.977181+03,false
128,1,4,2021-10-11 23:13:12.977181+03,false
129,1,4,2021-10-11 23:13:12.977181+03,false
130,1,1,2021-10-11 23:13:12.977181+03,false
131,1,1,2021-10-11 23:13:12.977181+03,false
132,1,1,2021-10-11 23:13:12.977181+03,false
133,1,4,2021-10-11 23:13:12.977181+03,false
134,1,3,2021-10-11 23:13:12.977181+03,false
135,1,2,2021-10-11 23:13:12.977181+03,false
136,1,2,2021-10-11 23:13:12.977181+03,false
137,1,5,2021-10-11 23:13:12.977181+03,false
138,1,1,2021-10-11 23:13:12.977181+03,false
139,1,5,2021-10-11 23:13:12.977181+03,false
140,1,3,2021-10-11 23:13:12.977181+03,false
141,1,3,2021-10-11 23:13:12.977181+03,false
142,1,1,2021-10-11 23:13:12.977181+03,false
143,1,3,2021-10-11 23:13:12.977181+03,false
144,1,2,2021-10-11 23:13:12.977181+03,false
145,1,2,2021-10-11 23:13:12.977181+03,false
146,1,1,2021-10-11 23:13:12.977181+03,false
147,1,5,2021-10-11 23:13:12.977181+03,false
148,1,3,2021-10-11 23:13:12.977181+03,false
149,1,5,2021-10-11 23:13:12.977181+03,false
150,1,2,2021-10-11 23:13:12.977181+03,false
151,1,1,2021-10-11 23:13:12.977181+03,false
152,1,4,2021-10-11 23:13:12.977181+03,false
153,1,1,2021-10-11 23:13:12.977181+03,false
154,1,2,2021-10-11 23:13:12.977181+03,false
155,1,1,2021-10-11 23:13:12.977181+03,false
156,1,5,2021-10-11 23:13:12.977181+03,false
157,1,5,2021-10-11 23:13:12.977181+03,false
158,1,2,2021-10-11 23:13:12.977181+03,false
159,1,4,2021-10-11 23:13:12.977181+03,false
160,1,5,2021-10-11 23:13:12.977181+03,false
161,1,1,2021-10-11 23:13:12.977181+03,false
162,1,5,2021-10-11 23:13:12.977181+03,false
163,1,5,2021-10-11 23:13:12.977181+03,false
164,1,3,2021-10-11 23:13:12.977181+03,false
165,1,4,2021-10-11 23:13:12.977181+03,false
166,1,3,2021-10-11 23:13:12.977181+03,false
167,1,2,2021-10-11 23:13:12.977181+03,false
168,1,2,2021-10-11 23:13:12.977181+03,false
169,1,1,2021-10-11 23:13:12.977181+03,false
170,1,2,2021-10-11 23:13:12.977181+03,false
171,1,2,2021-10-11 23:13:12.977181+03,false
172,1,5,2021-10-11 23:13:12.977181+03,false
173,1,5,2021-10-11 23:13:12.977181+03,false
174,1,3,2021-10-11 23:13:12.977181+03,false
175,1,3,2021-10-11 23:13:12.977181+03,false
176,1,3,2021-10-11 23:13:12.977181+03,false
177,1,3,2021-10-11 23:13:12.977181+03,false
178,1,5,2021-10-11 23:13:12.977181+03,false
179,1,3,2021-10-11 23:13:12.977181+03,false
180,1,4,2021-10-11 23:13:12.977181+03,false
181,1,1,2021-10-11 23:13:12.977181+03,false
182,1,2,2021-10-11 23:13:12.977181+03,false
183,1,3,2021-10-11 23:13:12.977181+03,false
184,1,5,2021-10-11 23:13:12.977181+03,false
185,1,5,2021-10-11 23:13:12.977181+03,false
186,1,2,2021-10-11 23:13:12.977181+03,false
187,1,3,2021-10-11 23:13:12.977181+03,false
188,1,4,2021-10-11 23:13:12.977181+03,false
189,1,4,2021-10-11 23:13:12.977181+03,false
190,1,4,2021-10-11 23:13:12.977181+03,false
191,1,5,2021-10-11 23:13:12.977181+03,false
192,1,3,2021-10-11 23:13:12.977181+03,false
193,1,2,2021-10-11 23:13:12.977181+03,false
194,1,5,2021-10-11 23:13:12.977181+03,false
195,1,4,2021-10-11 23:13:12.977181+03,false
196,1,4,2021-10-11 23:13:12.977181+03,false
197,1,4,2021-10-11 23:13:12.977181+03,false
198,1,4,2021-10-11 23:13:12.977181+03,false
199,1,4,2021-10-11 23:13:12.977181+03,false
200,1,1,2021-10-11 23:13:12.977181+03,false
201,1,5,2021-10-11 23:13:12.977181+03,false
202,1,1,2021-10-11 23:13:12.977181+03,false
203,1,5,2021-10-11 23:13:12.977181+03,false
204,1,5,2021-10-11 23:13:12.977181+03,false
205,1,3,2021-10-11 23:13:12.977181+03,false
206,1,3,2021-10-11 23:13:12.977181+03,false
207,1,3,2021-10-11 23:13:12.977181+03,false
208,1,4,2021-10-11 23:13:12.977181+03,false
209,1,3,2021-10-11 23:13:12.977181+03,false
210,1,3,2021-10-11 23:13:12.977181+03,false
211,1,5,2021-10-11 23:13:12.977181+03,false
212,1,3,2021-10-11 23:13:12.977181+03,false
213,1,3,2021-10-11 23:13:12.977181+03,false
214,1,3,2021-10-11 23:13:12.977181+03,false
215,1,3,2021-10-11 23:13:12.977181+03,false
216,1,5,2021-10-11 23:13:12.977181+03,false
217,1,4,2021-10-11 23:13:12.977181+03,false
218,1,2,2021-10-11 23:13:12.977181+03,false
219,1,1,2021-10-11 23:13:12.977181+03,false
220,1,2,2021-10-11 23:13:12.977181+03,false
221,1,4,2021-10-11 23:13:12.977181+03,false
222,1,5,2021-10-11 23:13:12.977181+03,false
223,1,4,2021-10-11 23:13:12.977181+03,false
224,1,3,2021-10-11 23:13:12.977181+03,false
225,1,1,2021-10-11 23:13:12.977181+03,false
226,1,2,2021-10-11 23:13:12.977181+03,false
227,1,4,2021-10-11 23:13:12.977181+03,false
228,1,3,2021-10-11 23:13:12.977181+03,false
229,1,3,2021-10-11 23:13:12.977181+03,false
230,1,5,2021-10-11 23:13:12.977181+03,false
231,1,2,2021-10-11 23:13:12.977181+03,false
232,1,3,2021-10-11 23:13:12.977181+03,false
233,1,3,2021-10-11 23:13:12.977181+03,false
234,1,5,2021-10-11 23:13:12.977181+03,false
235,1,4,2021-10-11 23:13:12.977181+03,false
236,1,4,2021-10-11 23:13:12.977181+03,false
237,1,1,2021-10-11 23:13:12.977181+03,false
238,1,1,2021-10-11 23:13:12.977181+03,false
239,1,3,2021-10-11 23:13:12.977181+03,false
240,1,1,2021-10-11 23:13:12.977181+03,false
241,1,1,2021-10-11 23:13:12.977181+03,false
242,1,5,2021-10-11 23:13:12.977181+03,false
243,1,1,2021-10-11 23:13:12.977181+03,false
244,1,5,2021-10-11 23:13:12.977181+03,false
245,1,3,2021-10-11 23:13:12.977181+03,false
246,1,5,2021-10-11 23:13:12.977181+03,false
247,1,4,2021-10-11 23:13:12.977181+03,false
248,1,5,2021-10-11 23:13:12.977181+03,false
249,1,3,2021-10-11 23:13:12.977181+03,false
250,1,2,2021-10-11 23:13:12.977181+03,false
251,1,5,2021-10-11 23:13:12.977181+03,false
252,1,2,2021-10-11 23:13:12.977181+03,false
253,1,2,2021-10-11 23:13:12.977181+03,false
254,1,4,2021-10-11 23:13:12.977181+03,false
255,1,2,2021-10-11 23:13:12.977181+03,false
256,1,2,2021-10-11 23:13:12.977181+03,false
257,1,2,2021-10-11 23:13:12.977181+03,false
258,1,4,2021-10-11 23:13:12.977181+03,false
259,1,1,2021-10-11 23:13:12.977181+03,false
260,1,4,2021-10-11 23:13:12.977181+03,false
261,1,4,2021-10-11 23:13:12.977181+03,false
262,1,4,2021-10-11 23:13:12.977181+03,false
263,1,2,2021-10-11 23:13:12.977181+03,false
264,1,2,2021-10-11 23:13:12.977181+03,false
265,1,2,2021-10-11 23:13:12.977181+03,false
266,1,1,2021-10-11 23:13:12.977181+03,false
267,1,5,2021-10-11 23:13:12.977181+03,false
268,1,2,2021-10-11 23:13:12.977181+03,false
269,1,1,2021-10-11 23:13:12.977181+03,false
270,1,4,2021-10-11 23:13:12.977181+03,false
271,1,1,2021-10-11 23:13:12.977181+03,false
272,1,1,2021-10-11 23:13:12.977181+03,false
273,1,2,2021-10-11 23:13:12.977181+03,false
274,1,3,2021-10-11 23:13:12.977181+03,false
275,1,3,2021-10-11 23:13:12.977181+03,false
276,1,2,2021-10-11 23:13:12.977181+03,false
277,1,2,2021-10-11 23:13:12.977181+03,false
278,1,2,2021-10-11 23:13:12.977181+03,false
279,1,4,2021-10-11 23:13:12.977181+03,false
280,1,3,2021-10-11 23:13:12.977181+03,false
281,1,3,2021-10-11 23:13:12.977181+03,false
282,1,4,2021-10-11 23:13:12.977181+03,false
283,1,1,2021-10-11 23:13:12.977181+03,false
284,1,3,2021-10-11 23:13:12.977181+03,false
285,1,2,2021-10-11 23:13:12.977181+03,false
286,1,3,2021-10-11 23:13:12.977181+03,false
287,1,3,2021-10-11 23:13:12.977181+03,false
288,1,2,2021-10-11 23:13:12.977181+03,false
289,1,5,2021-10-11 23:13:12.977181+03,false
290,1,5,2021-10-11 23:13:12.977181+03,false
291,1,1,2021-10-11 23:13:12.977181+03,false
292,1,5,2021-10-11 23:13:12.977181+03,false
293,1,3,2021-10-11 23:13:12.977181+03,false
294,1,4,2021-10-11 23:13:12.977181+03,false
295,1,1,2021-10-11 23:13:12.977181+03,false
296,1,2,2021-10-11 23:13:12.977181+03,false
297,1,2,2021-10-11 23:13:12.977181+03,false
298,1,1,2021-10-11 23:13:12.977181+03,false
299,1,1,2021-10-11 23:13:12.977181+03,false
300,1,4,2021-10-11 23:13:12.977181+03,false
301,1,1,2021-10-11 23:13:12.977181+03,false
302,1,3,2021-10-11 23:13:12.977181+03,false
303,1,2,2021-10-11 23:13:12.977181+03,false
304,1,2,2021-10-11 23:13:12.977181+03,false
305,1,5,2021-10-11 23:13:12.977181+03,false
306,1,5,2021-10-11 23:13:12.977181+03,false
307,1,2,2021-10-11 23:13:12.977181+03,false
308,1,5,2021-10-11 23:13:12.977181+03,false
309,1,2,2021-10-11 23:13:12.977181+03,false
310,1,4,2021-10-11 23:13:12.977181+03,false
311,1,1,2021-10-11 23:13:12.977181+03,false
312,1,1,2021-10-11 23:13:12.977181+03,false
313,1,4,2021-10-11 23:13:12.977181+03,false
314,1,4,2021-10-11 23:13:12.977181+03,false
315,1,1,2021-10-11 23:13:12.977181+03,false
316,1,4,2021-10-11 23:13:12.977181+03,false
317,1,4,2021-10-11 23:13:12.977181+03,false
318,1,1,2021-10-11 23:13:12.977181+03,false
319,1,4,2021-10-11 23:13:12.977181+03,false
320,1,5,2021-10-11 23:13:12.977181+03,false
321,1,1,2021-10-11 23:13:12.977181+03,false
322,1,5,2021-10-11 23:13:12.977181+03,false
323,1,1,2021-10-11 23:13:12.977181+03,false
324,1,5,2021-10-11 23:13:12.977181+03,false
325,1,1,2021-10-11 23:13:12.977181+03,false
326,1,3,2021-10-11 23:13:12.977181+03,false
327,1,5,2021-10-11 23:13:12.977181+03,false
328,1,5,2021-10-11 23:13:12.977181+03,false
329,1,1,2021-10-11 23:13:12.977181+03,false
330,1,3,2021-10-11 23:13:12.977181+03,false
331,1,2,2021-10-11 23:13:12.977181+03,false
332,1,1,2021-10-11 23:13:12.977181+03,false
333,1,4,2021-10-11 23:13:12.977181+03,false
334,1,1,2021-10-11 23:13:12.977181+03,false
335,1,4,2021-10-11 23:13:12.977181+03,false
336,1,1,2021-10-11 23:13:12.977181+03,false
337,1,1,2021-10-11 23:13:12.977181+03,false
338,1,1,2021-10-11 23:13:12.977181+03,false
339,1,5,2021-10-11 23:13:12.977181+03,false
340,1,3,2021-10-11 23:13:12.977181+03,false
341,1,5,2021-10-11 23:13:12.977181+03,false
342,1,1,2021-10-11 23:13:12.977181+03,false
343,1,3,2021-10-11 23:13:12.977181+03,false
344,1,4,2021-10-11 23:13:12.977181+03,false
345,1,4,2021-10-11 23:13:12.977181+03,false
346,1,1,2021-10-11 23:13:12.977181+03,false
347,1,2,2021-10-11 23:13:12.977181+03,false
348,1,1,2021-10-11 23:13:12.977181+03,false
349,1,3,2021-10-11 23:13:12.977181+03,false
350,1,3,2021-10-11 23:13:12.977181+03,false
351,1,3,2021-10-11 23:13:12.977181+03,false
352,1,1,2021-10-11 23:13:12.977181+03,false
353,1,3,2021-10-11 23:13:12.977181+03,false
354,1,3,2021-10-11 23:13:12.977181+03,false
355,1,3,2021-10-11 23:13:12.977181+03,false
356,1,5,2021-10-11 23:13:12.977181+03,false
357,1,4,2021-10-11 23:13:12.977181+03,false
358,1,4,2021-10-11 23:13:12.977181+03,false
359,1,5,2021-10-11 23:13:12.977181+03,false
360,1,1,2021-10-11 23:13:12.977181+03,false
361,1,3,2021-10-11 23:13:12.977181+03,false
362,1,2,2021-10-11 23:13:12.977181+03,false
363,1,4,2021-10-11 23:13:12.977181+03,false
364,1,3,2021-10-11 23:13:12.977181+03,false
365,1,4,2021-10-11 23:13:12.977181+03,false
366,1,1,2021-10-11 23:13:12.977181+03,false
367,1,3,2021-10-11 23:13:12.977181+03,false
368,1,1,2021-10-11 23:13:12.977181+03,false
369,1,5,2021-10-11 23:13:12.977181+03,false
370,1,3,2021-10-11 23:13:12.977181+03,false
371,1,3,2021-10-11 23:13:12.977181+03,false
372,1,2,2021-10-11 23:13:12.977181+03,false
373,1,3,2021-10-11 23:13:12.977181+03,false
374,1,3,2021-10-11 23:13:12.977181+03,false
375,1,5,2021-10-11 23:13:12.977181+03,false
376,1,2,2021-10-11 23:13:12.977181+03,false
377,1,1,2021-10-11 23:13:12.977181+03,false
378,1,1,2021-10-11 23:13:12.977181+03,false
379,1,4,2021-10-11 23:13:12.977181+03,false
380,1,2,2021-10-11 23:13:12.977181+03,false
381,1,4,2021-10-11 23:13:12.977181+03,false
382,1,1,2021-10-11 23:13:12.977181+03,false
383,1,2,2021-10-11 23:13:12.977181+03,false
384,1,2,2021-10-11 23:13:12.977181+03,false
385,1,1,2021-10-11 23:13:12.977181+03,false
386,1,1,2021-10-11 23:13:12.977181+03,false
387,1,5,2021-10-11 23:13:12.977181+03,false
388,1,2,2021-10-11 23:13:12.977181+03,false
389,1,1,2021-10-11 23:13:12.977181+03,false
390,1,5,2021-10-11 23:13:12.977181+03,false
391,1,4,2021-10-11 23:13:12.977181+03,false
392,1,1,2021-10-11 23:13:12.977181+03,false
393,1,2,2021-10-11 23:13:12.977181+03,false
394,1,5,2021-10-11 23:13:12.977181+03,false
395,1,5,2021-10-11 23:13:12.977181+03,false
396,1,1,2021-10-11 23:13:12.977181+03,false
397,1,3,2021-10-11 23:13:12.977181+03,false
398,1,3,2021-10-11 23:13:12.977181+03,false
399,1,4,2021-10-11 23:13:12.977181+03,false
400,1,2,2021-10-11 23:13:12.977181+03,false
401,1,2,2021-10-11 23:13:12.977181+03,false
402,1,1,2021-10-11 23:13:12.977181+03,false
403,1,4,2021-10-11 23:13:12.977181+03,false
404,1,4,2021-10-11 23:13:12.977181+03,false
405,1,1,2021-10-11 23:13:12.977181+03,false
406,1,4,2021-10-11 23:13:12.977181+03,false
407,1,2,2021-10-11 23:13:12.977181+03,false
408,1,1,2021-10-11 23:13:12.977181+03,false
409,1,5,2021-10-11 23:13:12.977181+03,false
410,1,4,2021-10-11 23:13:12.977181+03,false
411,1,3,2021-10-11 23:13:12.977181+03,false
412,1,4,2021-10-11 23:13:12.977181+03,false
413,1,2,2021-10-11 23:13:12.977181+03,false
414,1,4,2021-10-11 23:13:12.977181+03,false
415,1,5,2021-10-11 23:13:12.977181+03,false
416,1,2,2021-10-11 23:13:12.977181+03,false
417,1,1,2021-10-11 23:13:12.977181+03,false
418,1,2,2021-10-11 23:13:12.977181+03,false
419,1,4,2021-10-11 23:13:12.977181+03,false
420,1,2,2021-10-11 23:13:12.977181+03,false
421,1,2,2021-10-11 23:13:12.977181+03,false
422,1,3,2021-10-11 23:13:12.977181+03,false
423,1,2,2021-10-11 23:13:12.977181+03,false
424,1,1,2021-10-11 23:13:12.977181+03,false
425,1,5,2021-10-11 23:13:12.977181+03,false
426,1,2,2021-10-11 23:13:12.977181+03,false
427,1,3,2021-10-11 23:13:12.977181+03,false
428,1,2,2021-10-11 23:13:12.977181+03,false
429,1,3,2021-10-11 23:13:12.977181+03,false
430,1,2,2021-10-11 23:13:12.977181+03,false
431,1,2,2021-10-11 23:13:12.977181+03,false
432,1,2,2021-10-11 23:13:12.977181+03,false
433,1,4,2021-10-11 23:13:12.977181+03,false
434,1,1,2021-10-11 23:13:12.977181+03,false
435,1,5,2021-10-11 23:13:12.977181+03,false
436,1,3,2021-10-11 23:13:12.977181+03,false
437,1,1,2021-10-11 23:13:12.977181+03,false
438,1,4,2021-10-11 23:13:12.977181+03,false
439,1,4,2021-10-11 23:13:12.977181+03,false
440,1,3,2021-10-11 23:13:12.977181+03,false
441,1,3,2021-10-11 23:13:12.977181+03,false
442,1,3,2021-10-11 23:13:12.977181+03,false
443,1,3,2021-10-11 23:13:12.977181+03,false
444,1,4,2021-10-11 23:13:12.977181+03,false
445,1,5,2021-10-11 23:13:12.977181+03,false
446,1,1,2021-10-11 23:13:12.977181+03,false
447,1,2,2021-10-11 23:13:12.977181+03,false
448,1,4,2021-10-11 23:13:12.977181+03,false
449,1,2,2021-10-11 23:13:12.977181+03,false
450,1,2,2021-10-11 23:13:12.977181+03,false
451,1,4,2021-10-11 23:13:12.977181+03,false
452,1,4,2021-10-11 23:13:12.977181+03,false
453,1,5,2021-10-11 23:13:12.977181+03,false
454,1,4,2021-10-11 23:13:12.977181+03,false
455,1,2,2021-10-11 23:13:12.977181+03,false
456,1,4,2021-10-11 23:13:12.977181+03,false
457,1,2,2021-10-11 23:13:12.977181+03,false
458,1,5,2021-10-11 23:13:12.977181+03,false
459,1,4,2021-10-11 23:13:12.977181+03,false
460,1,1,2021-10-11 23:13:12.977181+03,false
461,1,4,2021-10-11 23:13:12.977181+03,false
462,1,4,2021-10-11 23:13:12.977181+03,false
463,1,5,2021-10-11 23:13:12.977181+03,false
464,1,4,2021-10-11 23:13:12.977181+03,false
465,1,5,2021-10-11 23:13:12.977181+03,false
466,1,4,2021-10-11 23:13:12.977181+03,false
467,1,5,2021-10-11 23:13:12.977181+03,false
468,1,1,2021-10-11 23:13:12.977181+03,false
469,1,5,2021-10-11 23:13:12.977181+03,false
470,1,3,2021-10-11 23:13:12.977181+03,false
471,1,3,2021-10-11 23:13:12.977181+03,false
472,1,1,2021-10-11 23:13:12.977181+03,false
473,1,3,2021-10-11 23:13:12.977181+03,false
474,1,4,2021-10-11 23:13:12.977181+03,false
475,1,1,2021-10-11 23:13:12.977181+03,false
476,1,3,2021-10-11 23:13:12.977181+03,false
477,1,4,2021-10-11 23:13:12.977181+03,false
478,1,3,2021-10-11 23:13:12.977181+03,false
479,1,1,2021-10-11 23:13:12.977181+03,false
480,1,3,2021-10-11 23:13:12.977181+03,false
481,1,2,2021-10-11 23:13:12.977181+03,false
482,1,2,2021-10-11 23:13:12.977181+03,false
483,1,3,2021-10-11 23:13:12.977181+03,false
484,1,1,2021-10-11 23:13:12.977181+03,false
485,1,2,2021-10-11 23:13:12.977181+03,false
486,1,1,2021-10-11 23:13:12.977181+03,false
487,1,1,2021-10-11 23:13:12.977181+03,false
488,1,2,2021-10-11 23:13:12.977181+03,false
489,1,4,2021-10-11 23:13:12.977181+03,false
490,1,2,2021-10-11 23:13:12.977181+03,false
491,1,4,2021-10-11 23:13:12.977181+03,false
492,1,4,2021-10-11 23:13:12.977181+03,false
493,1,4,2021-10-11 23:13:12.977181+03,false
494,1,2,2021-10-11 23:13:12.977181+03,false
495,1,5,2021-10-11 23:13:12.977181+03,false
496,1,4,2021-10-11 23:13:12.977181+03,false
497,1,4,2021-10-11 23:13:12.977181+03,false
498,1,2,2021-10-11 23:13:12.977181+03,false
499,1,2,2021-10-11 23:13:12.977181+03,false
500,1,5,2021-10-11 23:13:12.977181+03,false
501,1,3,2021-10-11 23:13:12.977181+03,false
502,1,2,2021-10-11 23:13:12.977181+03,false
503,1,2,2021-10-11 23:13:12.977181+03,false
504,1,5,2021-10-11 23:13:12.977181+03,false
505,1,2,2021-10-11 23:13:12.977181+03,false
506,1,2,2021-10-11 23:13:12.977181+03,false
507,1,2,2021-10-11 23:13:12.977181+03,false
508,1,5,2021-10-11 23:13:12.977181+03,false
509,1,2,2021-10-11 23:13:12.977181+03,false
510,1,2,2021-10-11 23:13:12.977181+03,false
511,1,5,2021-10-11 23:13:12.977181+03,false
512,1,5,2021-10-11 23:13:12.977181+03,false
513,1,2,2021-10-11 23:13:12.977181+03,false
514,1,5,2021-10-11 23:13:12.977181+03,false
515,1,2,2021-10-11 23:13:12.977181+03,false
516,1,5,2021-10-11 23:13:12.977181+03,false
517,1,3,2021-10-11 23:13:12.977181+03,false
518,1,1,2021-10-11 23:13:12.977181+03,false
519,1,2,2021-10-11 23:13:12.977181+03,false
520,1,2,2021-10-11 23:13:12.977181+03,false
521,1,4,2021-10-11 23:13:12.977181+03,false
522,1,3,2021-10-11 23:13:12.977181+03,false
523,1,3,2021-10-11 23:13:12.977181+03,false
524,1,3,2021-10-11 23:13:12.977181+03,false
525,1,5,2021-10-11 23:13:12.977181+03,false
526,1,1,2021-10-11 23:13:12.977181+03,false
527,1,1,2021-10-11 23:13:12.977181+03,false
528,1,2,2021-10-11 23:13:12.977181+03,false
529,1,4,2021-10-11 23:13:12.977181+03,false
530,1,1,2021-10-11 23:13:12.977181+03,false
531,1,4,2021-10-11 23:13:12.977181+03,false
532,1,2,2021-10-11 23:13:12.977181+03,false
533,1,2,2021-10-11 23:13:12.977181+03,false
534,1,3,2021-10-11 23:13:12.977181+03,false
535,1,2,2021-10-11 23:13:12.977181+03,false
536,1,2,2021-10-11 23:13:12.977181+03,false
